hour,year,state,weekend,a_1,a_2,a_1_1,a_1_2,a_2_2
0.0,1983,1,False,3,4,2,2,1
0.0,1983,1,True,2,11,1,6,1
0.0,1983,4,False,4,5,0,2,3
0.0,1983,4,True,3,10,1,1,1
0.0,1983,5,False,2,1,2,2,0
0.0,1983,5,True,5,7,0,1,1
0.0,1983,8,False,2,7,2,1,0
0.0,1983,8,True,2,11,1,1,3
0.0,1983,9,False,5,11,1,2,0
0.0,1983,9,True,1,9,0,1,0
0.0,1983,13,False,7,16,2,5,3
0.0,1983,13,True,7,11,3,6,2
0.0,1983,16,False,1,3,0,1,0
0.0,1983,16,True,3,3,0,0,0
0.0,1983,17,False,6,30,3,7,1
0.0,1983,17,True,8,20,4,12,3
0.0,1983,18,False,6,12,2,3,0
0.0,1983,18,True,10,11,2,3,1
0.0,1983,19,False,3,6,1,3,2
0.0,1983,20,False,3,4,1,1,0
0.0,1983,20,True,5,4,0,2,2
0.0,1983,21,False,4,15,1,4,0
0.0,1983,21,True,2,15,0,2,1
0.0,1983,22,False,6,2,5,2,0
0.0,1983,22,True,5,4,3,2,0
0.0,1983,23,True,1,4,0,1,1
0.0,1983,24,False,5,5,0,2,0
0.0,1983,24,True,1,5,2,4,0
0.0,1983,25,False,12,12,3,3,0
0.0,1983,25,True,10,12,1,3,2
0.0,1983,26,False,5,19,3,3,2
0.0,1983,26,True,5,16,2,8,4
0.0,1983,27,True,1,5,0,1,3
0.0,1983,28,False,5,7,5,1,0
0.0,1983,28,True,9,1,3,1,0
0.0,1983,29,False,11,9,3,4,0
0.0,1983,29,True,10,10,4,7,1
0.0,1983,30,True,1,5,0,1,0
0.0,1983,32,False,2,3,0,0,0
0.0,1983,32,True,2,2,0,0,0
0.0,1983,33,False,1,5,0,1,0
0.0,1983,34,False,7,12,0,8,1
0.0,1983,34,True,2,15,4,8,1
0.0,1983,36,False,13,21,6,4,0
0.0,1983,36,True,8,14,8,4,3
0.0,1983,37,False,6,10,1,2,0
0.0,1983,37,True,4,13,2,4,2
0.0,1983,39,False,15,20,2,5,0
0.0,1983,39,True,8,21,1,7,1
0.0,1983,40,False,5,5,4,3,1
0.0,1983,40,True,4,7,0,9,1
0.0,1983,41,False,1,5,1,2,0
0.0,1983,41,True,1,10,0,3,0
0.0,1983,42,False,16,24,4,8,2
0.0,1983,42,True,12,19,4,10,2
0.0,1983,44,True,1,2,0,0,0
0.0,1983,45,False,6,9,5,2,1
0.0,1983,45,True,7,9,0,4,4
0.0,1983,47,False,4,22,2,3,0
0.0,1983,47,True,3,15,1,4,1
0.0,1983,49,True,3,2,2,0,0
0.0,1983,51,False,4,10,2,7,0
0.0,1983,51,True,3,15,0,2,2
0.0,1983,53,True,1,7,1,1,1
0.0,1983,54,False,2,7,0,3,0
0.0,1983,54,True,2,4,1,3,0
0.0,1983,55,False,1,14,0,1,3
0.0,1983,55,True,4,4,0,2,4
0.0,1983,56,False,1,2,0,1,0
0.0,1983,56,True,3,1,0,0,0
0.0,1984,1,False,2,8,2,3,1
0.0,1984,1,True,3,16,0,4,1
0.0,1984,5,True,2,2,2,1,0
0.0,1984,6,False,19,55,6,16,5
0.0,1984,6,True,17,56,7,20,3
0.0,1984,8,False,3,11,0,4,0
0.0,1984,8,True,2,9,0,2,2
0.0,1984,9,False,3,15,1,4,0
0.0,1984,9,True,3,7,3,3,1
0.0,1984,10,False,2,2,1,0,0
0.0,1984,10,True,3,1,0,1,0
0.0,1984,12,False,17,26,4,7,3
0.0,1984,12,True,17,22,7,9,9
0.0,1984,13,False,4,15,2,5,0
0.0,1984,13,True,8,16,1,7,2
0.0,1984,16,True,2,5,1,0,1
0.0,1984,17,False,6,22,2,7,2
0.0,1984,17,True,4,27,0,10,2
0.0,1984,18,False,5,5,1,4,0
0.0,1984,18,True,5,13,0,5,2
0.0,1984,19,False,1,6,0,2,2
0.0,1984,19,True,1,4,2,0,0
0.0,1984,20,False,1,7,0,1,0
0.0,1984,20,True,3,5,2,0,0
0.0,1984,21,False,2,6,1,0,0
0.0,1984,21,True,7,10,1,3,3
0.0,1984,22,False,9,6,3,2,0
0.0,1984,22,True,13,5,3,1,1
0.0,1984,23,False,1,11,0,0,0
0.0,1984,24,False,4,10,2,4,0
0.0,1984,24,True,4,5,1,2,2
0.0,1984,25,False,8,8,1,2,0
0.0,1984,25,True,7,8,2,3,0
0.0,1984,26,False,8,19,5,9,1
0.0,1984,26,True,4,18,0,13,3
0.0,1984,27,False,1,8,0,1,0
0.0,1984,27,True,1,12,0,5,1
0.0,1984,28,False,5,1,1,0,0
0.0,1984,29,False,5,13,1,4,2
0.0,1984,29,True,4,11,4,0,0
0.0,1984,31,True,2,1,0,1,1
0.0,1984,32,False,1,3,1,0,0
0.0,1984,32,True,3,2,0,0,0
0.0,1984,34,False,5,9,3,4,1
0.0,1984,34,True,3,11,3,3,1
0.0,1984,36,False,10,15,7,7,0
0.0,1984,36,True,15,10,4,7,1
0.0,1984,37,False,2,11,2,0,0
0.0,1984,37,True,6,18,1,5,2
0.0,1984,38,False,1,1,0,0,0
0.0,1984,38,True,1,1,0,1,0
0.0,1984,39,False,4,23,0,8,1
0.0,1984,39,True,5,29,6,11,1
0.0,1984,40,False,4,7,0,4,0
0.0,1984,40,True,8,9,0,1,2
0.0,1984,41,False,1,2,0,0,0
0.0,1984,41,True,1,6,1,2,0
0.0,1984,42,False,11,9,4,9,1
0.0,1984,42,True,20,18,2,8,3
0.0,1984,44,True,1,3,0,0,0
0.0,1984,45,False,4,5,0,2,0
0.0,1984,45,True,7,7,2,5,0
0.0,1984,47,False,5,13,3,5,4
0.0,1984,47,True,9,18,0,6,2
0.0,1984,49,True,1,2,0,1,0
0.0,1984,50,False,1,2,0,0,0
0.0,1984,51,False,7,16,0,1,0
0.0,1984,51,True,7,13,0,8,3
0.0,1984,53,False,1,12,1,4,0
0.0,1984,53,True,2,6,1,2,1
0.0,1984,54,False,3,7,0,1,1
0.0,1984,54,True,4,6,0,1,0
0.0,1984,55,True,2,10,1,5,3
0.0,1984,56,False,2,1,1,0,0
0.0,1984,56,True,1,1,1,1,0
0.0,1985,1,False,3,6,2,1,0
0.0,1985,1,True,4,11,0,1,1
0.0,1985,4,False,7,5,0,5,2
0.0,1985,4,True,4,7,0,1,1
0.0,1985,5,False,1,6,0,0,1
0.0,1985,5,True,2,2,0,0,5
0.0,1985,9,True,2,9,2,0,0
0.0,1985,11,False,1,1,0,0,0
0.0,1985,12,False,14,31,8,12,1
0.0,1985,12,True,12,16,2,8,6
0.0,1985,13,False,4,10,4,4,0
0.0,1985,13,True,7,14,5,6,2
0.0,1985,15,True,1,2,0,0,0
0.0,1985,16,False,2,3,1,1,0
0.0,1985,16,True,1,6,0,3,1
0.0,1985,17,False,4,18,2,5,4
0.0,1985,17,True,9,10,1,12,2
0.0,1985,18,False,6,10,1,6,0
0.0,1985,18,True,4,5,2,6,0
0.0,1985,19,False,1,11,0,1,0
0.0,1985,19,True,1,6,0,4,0
0.0,1985,20,False,3,1,1,3,0
0.0,1985,21,False,3,8,2,3,0
0.0,1985,21,True,2,12,0,3,0
0.0,1985,22,False,11,2,3,1,0
0.0,1985,22,True,10,8,3,4,0
0.0,1985,24,False,4,1,0,3,0
0.0,1985,24,True,2,5,0,2,1
0.0,1985,25,False,11,11,3,8,0
0.0,1985,25,True,3,5,1,4,0
0.0,1985,26,False,3,13,7,3,2
0.0,1985,26,True,3,15,1,8,3
0.0,1985,27,False,2,8,1,1,1
0.0,1985,27,True,1,10,0,2,0
0.0,1985,28,False,8,1,3,1,0
0.0,1985,28,True,2,3,3,1,0
0.0,1985,29,False,7,9,1,5,1
0.0,1985,29,True,7,13,4,5,1
0.0,1985,30,False,1,2,0,0,0
0.0,1985,31,False,1,6,2,1,0
0.0,1985,31,True,2,2,0,1,1
0.0,1985,33,True,1,1,0,0,0
0.0,1985,34,False,9,9,0,4,0
0.0,1985,34,True,4,8,1,2,0
0.0,1985,35,False,4,5,1,2,0
0.0,1985,35,True,5,8,1,0,2
0.0,1985,36,False,15,15,8,3,0
0.0,1985,36,True,8,15,1,5,6
0.0,1985,37,False,9,10,0,3,0
0.0,1985,37,True,7,10,2,6,3
0.0,1985,39,False,3,21,4,2,0
0.0,1985,39,True,3,22,1,10,2
0.0,1985,40,False,5,6,1,2,1
0.0,1985,40,True,5,6,1,2,1
0.0,1985,41,False,3,5,0,1,0
0.0,1985,41,True,2,4,0,1,0
0.0,1985,42,False,10,21,3,13,2
0.0,1985,42,True,7,17,1,4,3
0.0,1985,44,False,1,2,0,0,0
0.0,1985,45,False,10,11,1,3,0
0.0,1985,45,True,5,8,4,4,2
0.0,1985,46,False,1,2,0,0,0
0.0,1985,46,True,1,1,0,0,0
0.0,1985,47,False,5,15,3,4,1
0.0,1985,47,True,5,16,6,7,0
0.0,1985,51,False,5,8,2,2,1
0.0,1985,51,True,4,15,1,1,3
0.0,1985,53,False,2,13,0,1,0
0.0,1985,53,True,1,10,0,2,0
0.0,1985,54,True,2,5,2,0,0
0.0,1985,55,False,3,17,1,6,1
0.0,1985,55,True,1,13,1,5,3
0.0,1986,1,False,7,11,1,1,1
0.0,1986,1,True,3,8,2,5,1
0.0,1986,2,False,1,2,0,0,0
0.0,1986,2,True,1,1,0,1,0
0.0,1986,4,False,7,6,0,2,1
0.0,1986,4,True,2,5,0,1,1
0.0,1986,5,False,4,7,0,0,3
0.0,1986,5,True,5,6,0,4,0
0.0,1986,8,False,1,7,0,1,1
0.0,1986,8,True,1,9,0,1,3
0.0,1986,9,False,4,7,2,5,2
0.0,1986,9,True,1,8,2,5,0
0.0,1986,10,True,1,4,0,0,0
0.0,1986,12,False,15,35,3,11,3
0.0,1986,12,True,16,23,2,5,5
0.0,1986,13,False,5,6,3,5,0
0.0,1986,13,True,7,18,2,5,1
0.0,1986,15,True,1,1,0,0,0
0.0,1986,16,False,3,2,0,2,0
0.0,1986,16,True,1,5,0,0,0
0.0,1986,17,False,13,20,3,10,0
0.0,1986,17,True,6,16,1,17,2
0.0,1986,18,False,2,5,2,4,2
0.0,1986,18,True,2,12,3,4,1
0.0,1986,19,False,3,7,0,0,0
0.0,1986,19,True,5,3,0,1,0
0.0,1986,20,False,2,4,2,2,0
0.0,1986,20,True,2,7,1,3,1
0.0,1986,21,False,5,10,1,2,2
0.0,1986,21,True,6,10,1,3,0
0.0,1986,22,False,8,3,1,2,0
0.0,1986,22,True,5,8,3,2,0
0.0,1986,24,False,7,12,2,2,0
0.0,1986,24,True,3,10,1,2,0
0.0,1986,25,False,8,11,3,3,0
0.0,1986,25,True,6,9,1,2,1
0.0,1986,26,False,6,16,2,7,0
0.0,1986,26,True,9,24,0,4,4
0.0,1986,27,False,2,12,3,4,2
0.0,1986,27,True,1,13,0,0,2
0.0,1986,29,False,8,12,0,5,0
0.0,1986,29,True,7,14,2,3,0
0.0,1986,31,False,1,6,0,1,0
0.0,1986,31,True,1,5,1,3,0
0.0,1986,33,True,3,2,0,0,1
0.0,1986,34,False,2,11,6,1,2
0.0,1986,34,True,12,8,1,1,1
0.0,1986,35,True,2,4,0,1,2
0.0,1986,36,False,12,23,7,3,2
0.0,1986,36,True,9,19,5,7,0
0.0,1986,37,False,3,16,4,1,0
0.0,1986,37,True,8,18,1,4,3
0.0,1986,39,False,7,29,5,8,1
0.0,1986,39,True,8,16,4,5,2
0.0,1986,40,False,5,3,1,2,0
0.0,1986,41,False,2,3,0,0,0
0.0,1986,41,True,1,3,1,0,1
0.0,1986,42,False,23,28,2,4,3
0.0,1986,42,True,8,29,2,10,4
0.0,1986,45,False,2,10,0,1,1
0.0,1986,45,True,4,11,3,3,2
0.0,1986,47,False,6,9,2,5,1
0.0,1986,47,True,4,22,0,5,2
0.0,1986,49,False,3,3,0,0,0
0.0,1986,51,False,5,18,0,3,1
0.0,1986,51,True,5,18,0,1,0
0.0,1986,53,False,3,13,2,1,1
0.0,1986,53,True,1,14,0,2,6
0.0,1986,54,False,1,4,1,0,0
0.0,1986,54,True,4,7,1,3,1
0.0,1986,55,False,2,9,1,2,3
0.0,1986,55,True,3,9,0,5,2
0.0,1986,56,False,1,1,0,0,0
0.0,1987,1,False,4,10,1,1,0
0.0,1987,1,True,6,14,1,5,3
0.0,1987,4,False,7,13,0,1,0
0.0,1987,4,True,2,7,0,5,0
0.0,1987,5,False,1,13,0,1,0
0.0,1987,5,True,2,5,0,0,2
0.0,1987,8,False,3,6,0,2,0
0.0,1987,8,True,3,8,0,0,2
0.0,1987,9,False,1,9,2,5,1
0.0,1987,12,False,9,40,5,12,4
0.0,1987,12,True,10,23,1,6,2
0.0,1987,13,False,12,11,3,7,1
0.0,1987,13,True,7,18,4,4,0
0.0,1987,15,False,2,3,0,0,0
0.0,1987,16,False,2,6,1,1,1
0.0,1987,16,True,1,4,0,0,3
0.0,1987,17,False,8,18,6,8,3
0.0,1987,17,True,7,29,2,4,1
0.0,1987,18,False,3,11,3,2,1
0.0,1987,18,True,4,18,0,5,2
0.0,1987,19,False,1,9,0,3,0
0.0,1987,20,False,2,9,0,2,1
0.0,1987,20,True,2,11,1,0,1
0.0,1987,21,False,1,10,1,2,0
0.0,1987,21,True,5,7,0,3,2
0.0,1987,22,False,5,5,3,3,0
0.0,1987,22,True,6,10,2,6,1
0.0,1987,24,False,5,6,1,1,0
0.0,1987,24,True,2,8,0,6,3
0.0,1987,25,False,4,25,2,1,0
0.0,1987,25,True,10,13,1,3,0
0.0,1987,26,False,10,17,1,9,1
0.0,1987,26,True,3,20,3,9,7
0.0,1987,27,False,2,10,2,1,0
0.0,1987,29,False,2,7,2,1,0
0.0,1987,29,True,7,20,1,6,1
0.0,1987,30,True,1,5,0,1,1
0.0,1987,31,False,3,5,0,0,0
0.0,1987,31,True,2,4,0,4,1
0.0,1987,34,False,4,13,1,4,0
0.0,1987,34,True,7,6,1,4,4
0.0,1987,35,False,1,5,2,2,0
0.0,1987,35,True,1,5,0,2,0
0.0,1987,36,False,18,23,5,3,2
0.0,1987,36,True,13,15,4,4,1
0.0,1987,37,False,4,16,0,4,0
0.0,1987,37,True,11,15,1,4,5
0.0,1987,39,False,7,16,3,5,2
0.0,1987,39,True,9,20,2,7,5
0.0,1987,40,False,2,2,1,2,0
0.0,1987,40,True,2,4,0,1,0
0.0,1987,41,False,3,1,1,0,0
0.0,1987,42,False,8,19,5,11,1
0.0,1987,42,True,8,22,5,14,3
0.0,1987,44,False,3,1,1,0,0
0.0,1987,44,True,2,1,0,0,0
0.0,1987,45,False,10,6,1,1,0
0.0,1987,45,True,8,8,0,1,1
0.0,1987,46,False,1,1,0,0,0
0.0,1987,47,False,2,14,1,7,2
0.0,1987,47,True,9,19,4,3,1
0.0,1987,49,True,1,3,0,2,0
0.0,1987,51,False,3,9,1,3,1
0.0,1987,51,True,8,16,1,1,0
0.0,1987,53,False,1,10,1,0,2
0.0,1987,53,True,2,10,1,3,1
0.0,1987,54,False,1,2,0,1,0
0.0,1987,54,True,1,3,0,1,0
0.0,1987,55,False,2,16,1,3,1
0.0,1987,55,True,6,11,0,2,2
0.0,1988,1,False,4,8,0,2,1
0.0,1988,1,True,5,11,1,2,1
0.0,1988,2,False,3,1,0,0,0
0.0,1988,4,False,4,8,1,3,1
0.0,1988,4,True,4,8,1,2,4
0.0,1988,5,False,1,3,0,1,2
0.0,1988,5,True,3,7,0,2,3
0.0,1988,8,False,2,7,1,0,1
0.0,1988,8,True,3,9,0,2,1
0.0,1988,9,False,1,12,0,2,0
0.0,1988,9,True,2,6,1,3,0
0.0,1988,10,False,1,2,0,1,1
0.0,1988,12,False,19,35,7,16,2
0.0,1988,12,True,17,30,4,9,4
0.0,1988,13,False,6,13,2,6,0
0.0,1988,13,True,8,18,4,5,0
0.0,1988,15,False,1,4,0,0,1
0.0,1988,15,True,1,1,0,1,0
0.0,1988,16,False,1,2,0,0,0
0.0,1988,17,False,8,25,2,7,0
0.0,1988,17,True,13,26,1,8,3
0.0,1988,18,False,4,11,2,2,0
0.0,1988,18,True,10,18,5,4,0
0.0,1988,19,False,2,9,0,3,0
0.0,1988,20,False,4,6,0,1,0
0.0,1988,20,True,1,6,0,2,2
0.0,1988,21,False,6,6,0,3,0
0.0,1988,21,True,1,12,2,2,0
0.0,1988,22,False,8,3,1,3,0
0.0,1988,22,True,16,10,3,4,2
0.0,1988,23,False,2,1,0,0,0
0.0,1988,24,False,4,9,2,2,1
0.0,1988,24,True,5,7,4,2,1
0.0,1988,25,False,3,9,1,7,0
0.0,1988,25,True,6,5,1,3,1
0.0,1988,26,False,3,22,2,3,0
0.0,1988,26,True,5,27,5,9,4
0.0,1988,27,False,2,8,0,2,0
0.0,1988,29,False,8,14,4,3,1
0.0,1988,29,True,3,21,2,5,1
0.0,1988,30,False,2,1,0,0,0
0.0,1988,31,False,1,5,0,0,0
0.0,1988,31,True,1,8,0,1,2
0.0,1988,32,False,1,3,0,0,0
0.0,1988,32,True,1,3,0,0,0
0.0,1988,33,True,1,1,2,1,0
0.0,1988,34,False,6,12,2,4,0
0.0,1988,34,True,4,7,3,2,1
0.0,1988,35,False,2,4,0,1,0
0.0,1988,35,True,1,4,0,3,0
0.0,1988,36,False,12,18,2,4,1
0.0,1988,36,True,7,16,3,9,1
0.0,1988,37,False,6,13,2,4,0
0.0,1988,37,True,5,21,1,5,1
0.0,1988,38,True,1,1,0,0,0
0.0,1988,39,False,9,24,3,6,2
0.0,1988,39,True,6,14,5,7,2
0.0,1988,40,False,2,3,1,0,0
0.0,1988,40,True,4,6,1,3,0
0.0,1988,41,False,2,7,0,1,1
0.0,1988,41,True,2,7,1,3,0
0.0,1988,42,False,9,24,3,6,3
0.0,1988,42,True,12,29,2,7,3
0.0,1988,44,True,2,2,0,0,0
0.0,1988,45,False,5,11,5,0,0
0.0,1988,45,True,20,11,5,0,0
0.0,1988,46,True,1,2,0,1,0
0.0,1988,47,False,6,17,3,5,1
0.0,1988,47,True,6,16,3,7,2
0.0,1988,51,False,4,15,4,0,0
0.0,1988,51,True,2,10,1,5,0
0.0,1988,53,False,5,16,0,2,2
0.0,1988,53,True,1,12,0,0,1
0.0,1988,54,False,2,8,0,1,1
0.0,1988,54,True,1,8,1,4,0
0.0,1988,55,False,3,13,2,2,3
0.0,1988,55,True,1,16,0,2,2
0.0,1989,1,False,2,8,2,2,0
0.0,1989,1,True,6,18,1,1,2
0.0,1989,2,False,1,1,0,2,0
0.0,1989,2,True,1,3,0,0,0
0.0,1989,5,False,3,5,3,3,0
0.0,1989,5,True,4,9,1,1,4
0.0,1989,6,False,18,61,7,14,3
0.0,1989,6,True,15,41,4,14,4
0.0,1989,8,False,2,8,0,0,0
0.0,1989,8,True,1,6,0,4,0
0.0,1989,9,False,2,11,0,1,2
0.0,1989,9,True,1,5,0,2,0
0.0,1989,10,False,1,1,1,0,0
0.0,1989,13,False,11,10,2,5,0
0.0,1989,13,True,8,15,3,5,2
0.0,1989,15,True,1,4,0,1,0
0.0,1989,16,False,2,1,0,1,0
0.0,1989,16,True,1,3,1,1,0
0.0,1989,17,False,5,19,2,4,1
0.0,1989,17,True,9,18,4,4,2
0.0,1989,18,False,3,7,4,4,1
0.0,1989,18,True,4,11,0,4,1
0.0,1989,19,False,5,3,0,1,1
0.0,1989,19,True,3,8,0,1,0
0.0,1989,20,False,3,4,0,1,1
0.0,1989,20,True,2,6,1,0,0
0.0,1989,21,False,4,12,2,1,0
0.0,1989,21,True,4,11,0,1,0
0.0,1989,22,False,8,8,2,4,0
0.0,1989,22,True,2,6,2,0,1
0.0,1989,24,False,8,10,1,3,0
0.0,1989,24,True,5,5,1,5,0
0.0,1989,25,False,7,12,0,5,0
0.0,1989,25,True,1,14,2,5,0
0.0,1989,26,False,4,24,2,2,2
0.0,1989,26,True,5,14,1,9,3
0.0,1989,27,False,1,4,0,2,1
0.0,1989,29,False,4,16,0,6,0
0.0,1989,29,True,5,13,0,6,0
0.0,1989,32,False,3,5,0,0,1
0.0,1989,32,True,1,2,1,0,0
0.0,1989,33,False,2,2,1,0,0
0.0,1989,34,False,4,9,2,2,2
0.0,1989,34,True,3,8,0,3,0
0.0,1989,35,False,3,8,1,2,0
0.0,1989,35,True,2,8,1,2,0
0.0,1989,36,False,18,25,1,6,1
0.0,1989,36,True,13,17,5,4,1
0.0,1989,37,False,6,10,1,4,1
0.0,1989,37,True,4,10,2,3,1
0.0,1989,38,True,1,1,0,0,0
0.0,1989,39,False,10,14,4,3,0
0.0,1989,39,True,3,14,2,8,1
0.0,1989,40,False,3,6,1,1,0
0.0,1989,40,True,6,8,0,2,1
0.0,1989,41,False,1,4,1,0,0
0.0,1989,41,True,2,5,0,2,1
0.0,1989,42,False,5,16,2,5,0
0.0,1989,42,True,8,21,2,7,2
0.0,1989,45,False,4,11,1,7,0
0.0,1989,45,True,8,8,1,3,1
0.0,1989,47,False,4,12,1,3,2
0.0,1989,47,True,4,13,1,4,2
0.0,1989,51,False,8,11,2,4,1
0.0,1989,51,True,2,18,0,5,0
0.0,1989,53,False,1,9,1,1,0
0.0,1989,53,True,2,9,0,2,1
0.0,1989,54,False,3,4,2,2,0
0.0,1989,55,False,1,12,0,4,2
0.0,1989,55,True,2,11,3,3,1
0.0,1989,56,False,1,2,0,0,0
0.0,1989,56,True,1,2,0,0,0
0.0,1990,1,False,7,8,1,1,0
0.0,1990,1,True,7,12,2,3,1
0.0,1990,2,False,1,3,0,1,1
0.0,1990,2,True,1,2,1,0,1
0.0,1990,5,False,1,8,0,1,0
0.0,1990,5,True,1,11,0,1,4
0.0,1990,6,False,20,43,10,12,1
0.0,1990,6,True,17,53,11,23,2
0.0,1990,8,False,1,5,0,0,0
0.0,1990,8,True,2,5,1,2,3
0.0,1990,9,False,5,9,1,2,0
0.0,1990,9,True,3,5,0,3,0
0.0,1990,10,False,1,2,0,1,0
0.0,1990,13,False,8,15,1,5,0
0.0,1990,13,True,6,17,4,4,1
0.0,1990,15,False,3,4,0,0,0
0.0,1990,15,True,1,3,0,1,0
0.0,1990,16,False,1,2,0,0,0
0.0,1990,16,True,2,3,0,0,0
0.0,1990,17,False,8,21,0,5,0
0.0,1990,17,True,8,18,1,8,2
0.0,1990,18,False,6,9,1,3,1
0.0,1990,18,True,3,12,2,3,2
0.0,1990,19,True,4,7,0,3,2
0.0,1990,20,True,2,6,1,0,0
0.0,1990,21,False,2,7,2,1,0
0.0,1990,21,True,6,10,1,1,0
0.0,1990,22,False,6,15,1,6,1
0.0,1990,22,True,5,12,0,6,2
0.0,1990,24,False,8,7,4,4,0
0.0,1990,24,True,4,11,0,4,0
0.0,1990,25,False,5,11,0,2,0
0.0,1990,25,True,5,11,2,4,0
0.0,1990,26,False,3,17,1,8,1
0.0,1990,26,True,5,17,2,12,3
0.0,1990,27,False,1,6,1,1,1
0.0,1990,27,True,2,9,1,5,0
0.0,1990,28,False,3,5,0,1,0
0.0,1990,28,True,5,8,2,1,3
0.0,1990,29,False,7,13,2,4,0
0.0,1990,29,True,5,11,1,7,1
0.0,1990,30,False,1,4,1,1,0
0.0,1990,32,False,2,4,0,1,0
0.0,1990,32,True,2,6,0,0,2
0.0,1990,34,False,5,9,2,4,3
0.0,1990,34,True,2,7,2,3,3
0.0,1990,35,False,1,9,0,0,0
0.0,1990,35,True,3,6,0,2,0
0.0,1990,36,False,11,15,2,3,0
0.0,1990,36,True,20,15,6,7,2
0.0,1990,37,False,7,10,0,4,1
0.0,1990,37,True,5,19,1,1,0
0.0,1990,39,False,21,11,6,4,0
0.0,1990,39,True,11,11,4,5,0
0.0,1990,40,False,1,6,1,0,0
0.0,1990,40,True,5,8,2,2,1
0.0,1990,41,False,1,9,0,4,0
0.0,1990,41,True,4,5,0,2,0
0.0,1990,42,False,9,22,0,4,1
0.0,1990,42,True,3,22,2,4,2
0.0,1990,44,False,1,2,0,1,0
0.0,1990,44,True,1,1,0,0,1
0.0,1990,45,False,8,4,1,2,0
0.0,1990,45,True,8,11,3,3,0
0.0,1990,47,False,3,14,1,2,0
0.0,1990,47,True,9,18,0,4,1
0.0,1990,49,True,1,1,0,0,0
0.0,1990,51,False,4,10,0,2,0
0.0,1990,51,True,5,18,1,4,2
0.0,1990,53,False,3,10,0,2,0
0.0,1990,53,True,2,14,0,2,0
0.0,1990,54,False,2,6,0,2,1
0.0,1990,54,True,3,7,0,2,0
0.0,1990,55,False,1,12,1,1,0
0.0,1990,55,True,3,6,2,2,2
0.0,1990,56,False,1,4,0,0,0
0.0,1991,1,False,5,9,1,1,0
0.0,1991,1,True,6,12,2,3,0
0.0,1991,2,False,1,2,0,0,0
0.0,1991,2,True,2,2,0,0,0
0.0,1991,5,False,4,7,0,0,1
0.0,1991,6,False,19,57,7,10,4
0.0,1991,6,True,15,48,4,13,3
0.0,1991,8,True,2,5,1,4,0
0.0,1991,12,False,15,22,7,5,1
0.0,1991,12,True,10,20,7,9,3
0.0,1991,13,False,9,14,1,2,0
0.0,1991,13,True,7,21,2,5,0
0.0,1991,15,False,1,4,0,0,0
0.0,1991,16,False,1,3,1,0,0
0.0,1991,17,False,8,13,5,5,3
0.0,1991,17,True,5,14,1,6,2
0.0,1991,18,False,4,12,0,5,0
0.0,1991,18,True,4,11,2,4,1
0.0,1991,19,False,3,4,0,1,0
0.0,1991,19,True,2,4,0,1,0
0.0,1991,20,False,2,5,0,1,0
0.0,1991,20,True,3,4,0,1,2
0.0,1991,21,False,4,13,0,4,1
0.0,1991,21,True,1,15,1,0,0
0.0,1991,22,False,6,7,1,2,0
0.0,1991,22,True,11,11,1,0,4
0.0,1991,24,False,7,2,3,0,0
0.0,1991,24,True,6,5,4,1,0
0.0,1991,25,False,2,11,1,4,1
0.0,1991,25,True,6,8,0,2,0
0.0,1991,26,False,3,19,0,8,1
0.0,1991,26,True,6,14,2,6,4
0.0,1991,27,False,1,6,0,2,1
0.0,1991,27,True,1,1,0,3,1
0.0,1991,29,False,7,16,0,4,0
0.0,1991,29,True,4,17,2,0,0
0.0,1991,30,False,1,2,0,1,0
0.0,1991,31,False,1,4,1,0,0
0.0,1991,31,True,1,4,0,1,0
0.0,1991,32,False,1,4,0,0,0
0.0,1991,32,True,1,4,1,0,0
0.0,1991,33,False,3,1,0,1,0
0.0,1991,33,True,1,2,0,0,0
0.0,1991,34,False,7,3,5,0,1
0.0,1991,34,True,7,5,0,3,0
0.0,1991,35,False,2,6,1,2,1
0.0,1991,35,True,4,3,0,3,0
0.0,1991,36,False,11,11,4,7,0
0.0,1991,36,True,10,18,2,2,0
0.0,1991,37,False,2,20,1,1,0
0.0,1991,37,True,6,20,3,2,1
0.0,1991,38,False,1,2,0,1,0
0.0,1991,38,True,1,1,0,0,0
0.0,1991,39,False,12,13,5,6,1
0.0,1991,39,True,12,15,2,7,1
0.0,1991,40,False,3,4,2,2,0
0.0,1991,40,True,3,4,1,3,0
0.0,1991,41,True,1,3,1,2,0
0.0,1991,42,False,9,21,3,3,0
0.0,1991,42,True,2,21,0,4,4
0.0,1991,45,False,6,5,2,2,0
0.0,1991,45,True,9,4,0,1,0
0.0,1991,47,False,2,10,1,3,0
0.0,1991,47,True,4,12,1,5,2
0.0,1991,51,False,6,10,1,0,1
0.0,1991,51,True,3,12,0,4,0
0.0,1991,53,False,1,9,0,0,0
0.0,1991,54,False,2,5,1,2,0
0.0,1991,54,True,3,4,0,1,2
0.0,1991,55,False,2,12,0,2,0
0.0,1991,56,False,1,1,0,0,0
0.0,1992,1,False,4,2,1,1,1
0.0,1992,1,True,6,8,2,3,1
0.0,1992,2,False,1,2,0,0,0
0.0,1992,4,False,3,4,0,3,0
0.0,1992,4,True,3,3,2,0,1
0.0,1992,5,True,4,8,0,2,1
0.0,1992,6,False,10,34,6,8,4
0.0,1992,6,True,10,24,4,11,2
